ID,UniCode,FounderCode,DateOfBirth,Sex,BirthGroup,MomUnicode,CurrentGroup,BirthSeason,Status,DateOfDeath,DateOfRemove,AgeOfDelivery,AgeOfDOD,AgeOfRemove,SireUniCode,DamUniCode
6807,B-524,,10/23/2001 0:00:00,M,R,F-327,R,2002,Removed,,1/21/2004 0:00:00,10.50,,2.25,B-390,F-327
6808,B-426,,10/23/2001 0:00:00,M,R,E-745,R,2002,Removed,,1/27/2004 0:00:00,18.75,,2.25,F-358,E-745
6809,E-050,,10/23/2001 0:00:00,M,S,F-367,V,2002,In CS,,,9.83,,,A-571,F-367
6810,A-109,,10/23/2001 0:00:00,F,CC,C-230,CC,2002,Removed,,3/3/2004 0:00:00,6.75,,2.41,C-687,C-230
6811,A-933,,10/27/2001 0:00:00,M,S,F-030,F,2002,Dead,9/4/2019 0:00:00,,15.58,17.91,,A-571,F-030
6812,H-450,,10/27/2001 0:00:00,M,F,F-149,rs,2002,Removed,,3/5/2002 0:00:00,13.66,,0.41,,
6813,D-695,,10/28/2001 0:00:00,M,F,F-269,F,2002,Removed,,2/12/2004 0:00:00,11.50,,2.33,E-988,F-269
6814,B-976,,10/28/2001 0:00:00,F,CC,C-289,CC,2002,Removed,,2/25/2004 0:00:00,8.75,,2.33,C-355,C-289
6815,H-445,,10/28/2001 0:00:00,F,F,F-120,rs,2002,Removed,,3/5/2002 0:00:00,14.50,,0.41,,
6816,A-490,,10/29/2001 0:00:00,M,BB,A-498,BB,2002,Removed,,3/2/2004 0:00:00,6.75,,2.41,D-971,A-498
6817,A-110,,10/29/2001 0:00:00,F,R,B-324,R,2002,Removed,,2/12/2004 0:00:00,6.83,,2.33,D-535,B-324
6818,H-433,,10/29/2001 0:00:00,U,S,F-029,S,2002,Dead,10/29/2001 0:00:00,,15.66,0.00,,,
6819,H-391,,10/30/2001 0:00:00,F,D,B-919,rs,2002,Removed,,2/27/2002 0:00:00,8.75,,0.33,,
6820,B-811,,11/1/2001 0:00:00,M,R,F-299,R,2002,Removed,,1/23/2004 0:00:00,10.75,,2.16,F-358,F-299
6821,H-427,,11/2/2001 0:00:00,M,V,E-718,V,2002,Dead,11/16/2001 0:00:00,,19.66,0.00,,,
6822,B-873,,11/3/2001 0:00:00,M,R,D-242,R,2002,Removed,,1/27/2004 0:00:00,6.75,,2.16,B-390,
6823,C-805,,11/3/2001 0:00:00,F,KK,B-412,KK,2002,Removed,,1/21/2004 0:00:00,8.91,,2.16,E-692,B-412
6824,A-149,,11/3/2001 0:00:00,F,KK,A-058,KK,2002,Removed,,1/21/2004 0:00:00,8.83,,2.16,D-102,A-058
6825,C-282,,11/3/2001 0:00:00,F,KK,A-610,KK,2002,Removed,,1/21/2004 0:00:00,9.66,,2.16,D-102,A-610
6826,A-128,,11/3/2001 0:00:00,M,BB,C-856,BB,2002,Removed,,2/24/2004 0:00:00,5.83,,2.25,F-248,C-856
6827,B-934,,11/3/2001 0:00:00,F,CC,C-335,CC,2002,Removed,,1/27/2004 0:00:00,5.83,,2.16,C-355,C-335
6828,C-826,,11/4/2001 0:00:00,M,R,F-142,R,2002,Dead,2/22/2003 0:00:00,,13.75,1.25,,B-390,F-142
6829,E-004,,11/5/2001 0:00:00,M,F,F-304,V,2002,Dead,10/1/2012 0:00:00,,10.66,10.91,,F-292,F-304
6830,H-407,,11/5/2001 0:00:00,F,BB,D-246,BB,2002,DEAD,6/12/2002 0:00:00,,4.83,0.58,,,
6831,H-367,,11/5/2001 0:00:00,F,L,A-001,rs,2002,Removed,,2/22/2002 0:00:00,8.83,,0.25,,
6832,A-567,,11/6/2001 0:00:00,F,HH,A-495,HH,2002,Removed,,12/13/2016 0:00:00,9.83,,15.08,F-316,A-495
6833,A-034,,11/6/2001 0:00:00,F,V,F-317,V,2002,Dead,12/1/2014 0:00:00,,10.83,13.08,,F-324,F-317
6834,H-435,,11/6/2001 0:00:00,M,E,F-036,rs,2002,Removed,,2/22/2002 0:00:00,15.83,,0.25,,
6835,H-473,,11/6/2001 0:00:00,F,D,F-310,rs,2002,Removed,,2/8/2002 0:00:00,10.66,,0.25,,
6836,A-016,,11/7/2001 0:00:00,M,S,B-452,S,2002,Removed,,1/30/2004 0:00:00,6.83,,2.16,A-571,B-452
6837,B-385,,11/8/2001 0:00:00,M,R,D-686,R,2002,Removed,,1/28/2004 0:00:00,5.91,,2.16,B-390,D-686
6838,A-510,,11/8/2001 0:00:00,F,BB,B-450,BB,2002,Removed,,2/3/2004 0:00:00,8.91,,2.25,C-687,B-450
6839,C-345,,11/8/2001 0:00:00,F,HH,C-330,HH,2002,Removed,,10/27/2016 0:00:00,8.83,,14.91,F-316,C-330
6840,E-073,,11/8/2001 0:00:00,F,S,E-760,S,2002,Removed,,1/30/2004 0:00:00,17.83,,2.16,C-228,E-760
6841,A-971,,11/8/2001 0:00:00,M,R,B-059,R,2002,Removed,,1/28/2004 0:00:00,3.83,,2.16,F-090,B-059
6842,A-071,,11/8/2001 0:00:00,M,V,F-258,V,2002,Removed,,2/6/2004 0:00:00,11.75,,2.25,A-499,F-258
6843,H-424,,11/8/2001 0:00:00,F,CC,E-145,CC,2002,DEAD,11/18/2002 0:00:00,,6.83,1.00,,,
6844,H-465,,11/8/2001 0:00:00,F,S,F-251,rs,2002,Removed,,3/7/2002 0:00:00,11.66,,0.33,,
6845,H-383,,11/8/2001 0:00:00,U,R,B-039,R,2002,Dead,12/7/2001 0:00:00,,3.91,0.08,,,
6846,C-865,,11/9/2001 0:00:00,M,R,D-126,R,2002,Removed,,1/22/2004 0:00:00,4.83,,2.16,F-017,D-126
6847,H-415,,11/11/2001 0:00:00,M,KK,D-643,KK,2002,DEAD,3/15/2003 0:00:00,,5.58,1.33,,,
6848,H-458,,11/11/2001 0:00:00,M,I,F-184,rs,2002,Removed,,3/7/2002 0:00:00,12.75,,0.33,,
6849,B-386,,11/12/2001 0:00:00,F,F,F-279,F,2002,Dead,11/3/2016 0:00:00,,11.75,15.00,,B-878,F-279
6850,D-568,,11/12/2001 0:00:00,M,F,C-313,F,2002,Removed,,1/21/2004 0:00:00,6.91,,2.16,D-639,C-313
6851,D-983,,11/12/2001 0:00:00,F,F,B-037,F,2002,In CS,,,4.83,,,F-346,B-037
6852,E-158,,11/12/2001 0:00:00,M,BB,G-052,BB,2002,Removed,,2/6/2004 0:00:00,5.83,,2.25,C-685,
6853,H-396,,11/12/2001 0:00:00,F,F,C-371,rs,2002,Removed,,1/23/2002 0:00:00,8.83,,0.16,,
6854,H-389,,11/12/2001 0:00:00,M,E,B-859,dm,2002,DEAD,2/21/2002 0:00:00,,8.83,0.25,,,
6855,H-423,,11/12/2001 0:00:00,F,R,E-105,R,2002,Dead,11/21/2001 0:00:00,,4.83,0.00,,,
6856,H-422,,11/12/2001 0:00:00,F,J,E-085,rs,2002,Removed,,2/21/2002 0:00:00,4.91,,0.25,,
6857,H-420,,11/12/2001 0:00:00,F,F,E-038,rs,2002,Removed,,3/22/2002 0:00:00,6.75,,0.33,,
6858,H-402,,11/12/2001 0:00:00,M,E,D-146,rs,2002,Removed,,2/26/2002 0:00:00,4.83,,0.25,,
6859,E-179,,11/13/2001 0:00:00,F,BB,B-800,BB,2002,Removed,,2/20/2004 0:00:00,7.91,,2.25,C-355,B-800
6860,D-213,,11/13/2001 0:00:00,F,F,F-333,F,2002,Removed,,1/23/2004 0:00:00,9.66,,2.16,F-129,F-333
6861,A-053,,11/14/2001 0:00:00,M,V,A-538,R,2002,Dead,2/14/2014 0:00:00,,6.83,12.25,,F-240,A-538
6862,H-399,,11/14/2001 0:00:00,F,V,C-816,dm,2002,DEAD,12/27/2001 0:00:00,,5.83,0.08,,,
6863,H-405,,11/14/2001 0:00:00,F,R,D-188,dm,2002,DEAD,1/25/2002 0:00:00,,4.75,0.16,,,
6864,H-376,,11/14/2001 0:00:00,F,F,A-517,rs,2002,Removed,,3/19/2002 0:00:00,7.75,,0.33,,
6865,B-484,,11/15/2001 0:00:00,F,R,A-441,R,2002,Removed,,2/4/2004 0:00:00,7.83,,2.25,B-390,A-441
6866,D-652,,11/15/2001 0:00:00,F,F,F-037,F,2002,Dead,9/22/2003 0:00:00,,15.75,1.83,,F-182,F-037
6867,B-794,,11/15/2001 0:00:00,M,F,F-178,F,2002,Removed,,1/29/2004 0:00:00,12.83,,2.16,B-511,F-178
6868,H-441,,11/15/2001 0:00:00,M,K,F-107,du,2002,DEAD,12/27/2001 0:00:00,,14.75,0.08,,,
6869,C-740,,11/16/2001 0:00:00,M,KK,B-472,KK,2002,Removed,,1/21/2004 0:00:00,6.91,,2.16,F-316,B-472
6870,H-474,,11/16/2001 0:00:00,M,G,F-322,rs,2002,Removed,,2/27/2002 0:00:00,10.83,,0.25,,
6871,H-459,,11/16/2001 0:00:00,F,F,F-186,rs,2002,Removed,,2/28/2002 0:00:00,12.91,,0.25,,
6872,H-412,,11/16/2001 0:00:00,F,V,D-558,V,2002,DEAD,2/28/2003 0:00:00,,5.91,1.25,,,
6873,A-530,,11/17/2001 0:00:00,F,CC,D-536,CC,2002,Removed,,1/27/2004 0:00:00,7.83,,2.16,A-976,D-536
6874,A-934,,11/17/2001 0:00:00,F,R,D-222,R,2002,Dead,2/15/2009 0:00:00,,6.91,7.25,,B-035,D-222
6875,E-025,,11/17/2001 0:00:00,M,F,F-296,F,2002,Removed,,1/28/2004 0:00:00,10.83,,2.16,F-292,F-296
6876,D-254,,11/17/2001 0:00:00,F,HH,D-164,HH,2002,Removed,,1/21/2004 0:00:00,7.58,,2.16,F-313,D-164
6877,B-360,,11/17/2001 0:00:00,F,R,F-303,R,2002,Removed,,2/22/2006 0:00:00,10.83,,4.25,A-060,F-303
6878,H-449,,11/17/2001 0:00:00,F,G,F-146,rs,2002,Removed,,3/13/2002 0:00:00,13.83,,0.33,,
6879,H-392,,11/17/2001 0:00:00,U,F,B-942,F,2002,Dead,12/4/2001 0:00:00,,8.75,0.08,,,
6880,D-275,,11/18/2001 0:00:00,M,F,C-817,F,2002,Removed,,1/23/2004 0:00:00,4.75,,2.16,F-272,C-817
6881,E-157,,11/18/2001 0:00:00,F,V,F-031,V,2002,Removed,,2/6/2004 0:00:00,15.83,,2.25,B-053,F-031
6882,H-461,,11/18/2001 0:00:00,F,J,F-208,rs,2002,Removed,,2/21/2002 0:00:00,12.83,,0.25,,
6883,H-408,,11/18/2001 0:00:00,F,HH,D-262,HH,2002,Dead,12/18/2001 0:00:00,,7.91,0.08,,,
6884,H-428,,11/18/2001 0:00:00,F,F,E-728,F,2002,Dead,11/28/2001 0:00:00,,18.75,0.00,,,
6885,H-406,,11/18/2001 0:00:00,M,HH,D-225,HH,2002,DEAD,9/30/2002 0:00:00,,4.91,0.83,,,
6886,B-026,,11/19/2001 0:00:00,F,R,F-227,R,2002,Removed,,1/23/2004 0:00:00,12.83,,2.16,F-284,F-227
6887,C-303,,11/20/2001 0:00:00,M,KK,F-157,KK,2002,Removed,,1/21/2004 0:00:00,13.83,,2.16,D-102,F-157
6888,H-393,,11/20/2001 0:00:00,F,G,C-248,rs,2002,Removed,,3/12/2002 0:00:00,8.83,,0.33,,
6889,H-432,,11/20/2001 0:00:00,U,J,F-027,rs,2002,Removed,,2/21/2002 0:00:00,15.83,,0.25,,
6890,B-505,,11/21/2001 0:00:00,F,F,F-154,F,2002,Removed,,3/2/2004 0:00:00,13.83,,2.33,B-839,F-154
6891,H-472,,11/21/2001 0:00:00,M,U,F-305,rs,2002,Removed,,2/27/2002 0:00:00,11.00,,0.25,,
6892,H-404,,11/21/2001 0:00:00,U,DD,D-186,DD,2002,Dead,12/7/2001 0:00:00,,5.91,0.08,,,
6893,E-026,,11/23/2001 0:00:00,M,BB,E-035,BB,2002,Removed,,2/24/2004 0:00:00,8.66,,2.25,,E-035
6894,A-626,,11/23/2001 0:00:00,M,R,D-182,R,2002,Removed,,1/28/2004 0:00:00,7.91,,2.16,D-285,D-182
6895,H-442,,11/23/2001 0:00:00,M,KK,F-109,dm,2002,DEAD,6/19/2002 0:00:00,,14.83,0.58,,,
6896,H-439,,11/23/2001 0:00:00,M,BB,F-068,BB,2002,DEAD,3/15/2003 0:00:00,,14.91,1.33,,,
6897,H-455,,11/23/2001 0:00:00,M,C,F-171,dm,2002,DEAD,12/13/2001 0:00:00,,12.75,0.08,,,
6898,H-446,,11/23/2001 0:00:00,F,J,F-124,dm,2002,DEAD,12/14/2001 0:00:00,,13.83,0.08,,,
6899,D-735,,11/24/2001 0:00:00,F,KK,F-283,KK,2002,Removed,,3/2/2004 0:00:00,10.75,,2.33,F-349,F-283
6900,C-425,,11/24/2001 0:00:00,M,KK,A-905,KK,2002,Removed,,1/23/2004 0:00:00,4.75,,2.16,E-744,A-905
6901,A-035,,11/24/2001 0:00:00,M,CC,B-778,CC,2002,Removed,,1/30/2004 0:00:00,8.91,,2.16,,B-778
6902,B-504,,11/24/2001 0:00:00,M,R,F-069,R,2002,Removed,,1/22/2004 0:00:00,14.83,,2.16,F-358,F-069
6903,H-443,,11/24/2001 0:00:00,M,D,F-114,rs,2002,Removed,,2/8/2002 0:00:00,14.91,,0.25,,
6904,H-477,,11/24/2001 0:00:00,M,J,F-352,rs,2002,Removed,,1/17/2002 0:00:00,9.83,,0.16,,
6905,H-374,,11/24/2001 0:00:00,M,F,A-157,rs,2002,Removed,,1/23/2002 0:00:00,5.91,,0.16,,
6906,H-463,,11/24/2001 0:00:00,F,E,F-232,rs,2002,Removed,,2/28/2002 0:00:00,12.91,,0.25,,
6907,D-984,,11/25/2001 0:00:00,M,F,B-014,F,2002,Removed,,1/27/2004 0:00:00,7.83,,2.16,F-370,
6908,E-135,,11/25/2001 0:00:00,M,V,F-229,V,2002,Removed,,2/5/2004 0:00:00,12.75,,2.25,C-667,F-229
6909,H-390,,11/25/2001 0:00:00,M,S,B-899,dm,2002,DEAD,5/16/2002 0:00:00,,8.66,0.50,,,
6910,H-416,,11/25/2001 0:00:00,F,F,D-973,F,2002,DEAD,3/15/2003 0:00:00,,6.83,1.33,,,
6911,B-405,,11/26/2001 0:00:00,F,R,A-039,R,2002,Removed,,2/12/2004 0:00:00,9.83,,2.25,F-358,A-039
6912,A-186,,11/26/2001 0:00:00,M,F,C-350,F,2002,Removed,,1/30/2004 0:00:00,8.75,,2.16,F-340,C-350
6913,E-093,,11/26/2001 0:00:00,M,V,B-376,V,2002,Dead,9/9/2009 0:00:00,,4.75,7.83,,D-642,B-376
6914,D-299,,11/26/2001 0:00:00,M,BB,F-356,BB,2002,Removed,,2/13/2004 0:00:00,9.91,,2.25,B-471,F-356
6915,A-455,,11/26/2001 0:00:00,F,F,C-684,NN,2002,Dead,8/2/2012 0:00:00,,8.83,10.75,,C-774,C-684
6916,A-491,,11/26/2001 0:00:00,F,R,F-080,R,2002,Removed,,2/12/2004 0:00:00,14.75,,2.25,F-205,F-080
6917,D-609,,11/26/2001 0:00:00,F,F,A-020,F,2002,Dead,2/11/2003 0:00:00,,8.41,1.25,,A-040,A-020
6918,H-480,,11/26/2001 0:00:00,F,G,K-914,rs,2002,Removed,,3/13/2002 0:00:00,9.83,,0.33,,
6919,H-478,,11/26/2001 0:00:00,U,DD,F-359,DD,2002,Removed,,2/21/2002 0:00:00,9.66,,0.25,,
6920,H-467,,11/26/2001 0:00:00,M,L,F-282,rs,2002,Removed,,3/19/2002 0:00:00,10.83,,0.33,,
6921,H-375,,11/26/2001 0:00:00,U,V,A-502,dm,2002,DEAD,12/18/2001 0:00:00,,4.83,0.08,,,
6922,B-008,,11/27/2001 0:00:00,M,R,D-245,R,2002,Removed,,1/28/2004 0:00:00,4.83,,2.16,F-358,D-245
6923,C-384,,11/27/2001 0:00:00,F,HH,F-281,HH,2002,Removed,,2/13/2004 0:00:00,11.83,,2.25,F-143,F-281
6924,A-091,,11/27/2001 0:00:00,M,R,C-833,R,2002,Removed,,1/22/2004 0:00:00,7.83,,2.16,F-336,C-833
6925,B-406,,11/27/2001 0:00:00,M,BB,F-301,BB,2002,Removed,,2/3/2004 0:00:00,10.91,,2.25,C-685,F-301
6926,H-447,,11/27/2001 0:00:00,M,C,F-140,du,2002,DEAD,4/22/2002 0:00:00,,13.91,0.41,,,
6927,H-481,,11/27/2001 0:00:00,U,F,F-364,F,2002,Dead,12/8/2001 0:00:00,,9.83,0.08,,,
6928,H-479,,11/27/2001 0:00:00,U,G,F-360,rs,2002,Removed,,3/21/2002 0:00:00,9.91,,0.33,,
6929,H-397,,11/27/2001 0:00:00,F,R,C-415,du,2002,DEAD,6/10/2002 0:00:00,,5.75,0.58,,,
6930,D-253,,11/28/2001 0:00:00,M,F,F-276,F,2002,Removed,,1/21/2004 0:00:00,11.75,,2.16,C-247,F-276
6931,H-400,,11/28/2001 0:00:00,M,G,D-107,rs,2002,Removed,,3/13/2002 0:00:00,4.91,,0.33,,
6932,A-896,,11/29/2001 0:00:00,F,HH,A-925,HH,2002,Removed,,10/27/2016 0:00:00,4.91,,14.91,F-313,A-925
6933,D-115,,11/30/2001 0:00:00,F,R,D-990,R,2002,Removed,,1/28/2004 0:00:00,8.91,,2.16,F-336,D-990
6934,C-846,,12/1/2001 0:00:00,F,R,E-754,R,2002,Removed,,1/22/2004 0:00:00,17.58,,2.08,B-390,E-754
6935,A-606,,12/1/2001 0:00:00,M,R,B-392,R,2002,Dead,3/3/2003 0:00:00,,7.91,1.25,,F-017,B-392
6936,A-511,,12/1/2001 0:00:00,M,F,F-041,F,2002,Removed,,1/27/2004 0:00:00,15.83,,2.08,F-137,F-041
6937,H-438,,12/1/2001 0:00:00,F,R,F-066,du,2002,DEAD,4/2/2002 0:00:00,,14.83,0.33,,,
6938,H-403,,12/1/2001 0:00:00,M,F,D-163,F,2002,DEAD,3/15/2003 0:00:00,,7.91,1.25,,,
6939,E-114,,12/2/2001 0:00:00,M,S,F-315,S,2002,Removed,,2/5/2004 0:00:00,10.91,,2.16,F-334,F-315
6940,H-370,,12/2/2001 0:00:00,M,I,A-076,rs,2002,Removed,,2/27/2002 0:00:00,9.75,,0.16,,
6941,H-437,,12/2/2001 0:00:00,F,F,F-046,rs,2002,Removed,,1/23/2002 0:00:00,15.83,,0.08,,
6942,H-373,,12/2/2001 0:00:00,M,D,A-097,RS,2002,Removed,,2/21/2002 0:00:00,6.83,,0.16,,
6943,B-336,,12/3/2001 0:00:00,M,F,F-270,F,2002,Dead,3/15/2003 0:00:00,,11.91,1.25,,C-774,F-270
6944,A-090,,12/3/2001 0:00:00,M,F,B-818,F,2002,Removed,,1/21/2004 0:00:00,8.91,,2.08,A-442,B-818
6945,B-066,,12/3/2001 0:00:00,F,R,B-370,R,2002,Removed,,1/23/2004 0:00:00,8.91,,2.08,F-205,B-370
6946,C-679,,12/3/2001 0:00:00,F,KK,C-396,KK,2002,Removed,,11/28/2018 0:00:00,4.91,,16.91,F-049,C-396
6947,H-385,,12/3/2001 0:00:00,U,DD,B-396,DD,2002,Removed,,,5.00,,,,
6948,H-462,,12/3/2001 0:00:00,U,F,F-210,rs,2002,Removed,,2/21/2002 0:00:00,12.75,,0.16,,
6949,H-421,,12/3/2001 0:00:00,M,J,E-059,rs,2002,Removed,,2/8/2002 0:00:00,7.91,,0.16,,
6950,C-365,,12/4/2001 0:00:00,F,HH,F-285,HH,2002,Removed,,11/15/2016 0:00:00,10.91,,14.91,B-839,F-285
6951,A-548,,12/4/2001 0:00:00,F,CC,F-361,CC,2002,Removed,,1/28/2004 0:00:00,9.91,,2.08,D-971,F-361
6952,B-361,,12/5/2001 0:00:00,M,R,A-064,KK,2002,Removed,,12/4/2018 0:00:00,5.00,,17.00,D-285,A-064
6953,B-465,,12/5/2001 0:00:00,M,F,F-341,V,2002,Dead,11/20/2015 0:00:00,,9.91,13.91,,F-340,F-341
6954,A-185,,12/5/2001 0:00:00,M,CC,B-397,CC,2002,Removed,,1/27/2004 0:00:00,4.91,,2.08,C-793,B-397
6955,D-633,,12/5/2001 0:00:00,F,CC,B-509,CC,2002,Removed,,2/20/2004 0:00:00,9.08,,2.16,A-518,B-509
6956,A-586,,12/6/2001 0:00:00,F,R,E-099,R,2002,Removed,,1/22/2004 0:00:00,8.91,,2.08,F-358,E-099
6957,B-832,,12/6/2001 0:00:00,F,R,F-278,R,2002,Removed,,2/5/2004 0:00:00,12.00,,2.16,F-284,F-278
6958,A-129,,12/6/2001 0:00:00,F,BB,F-064,BB,2002,Removed,,1/29/2004 0:00:00,15.00,,2.08,C-372,F-064
6959,H-430,,12/6/2001 0:00:00,U,H,E-992,dm,2002,DEAD,12/8/2001 0:00:00,,16.83,0.00,,,
6960,D-713,,12/7/2001 0:00:00,F,F,C-748,F,2002,Removed,,1/21/2004 0:00:00,8.66,,2.08,D-991,C-748
6961,B-046,,12/8/2001 0:00:00,F,R,F-040,R,2002,Removed,,1/23/2004 0:00:00,15.75,,2.08,F-070,F-040
6962,B-027,,12/8/2001 0:00:00,M,BB,F-086,BB,2002,Removed,,1/29/2004 0:00:00,14.83,,2.08,C-247,F-086
6963,A-566,,12/8/2001 0:00:00,M,S,A-114,KK,2002,Dead,4/16/2018 0:00:00,,9.91,16.33,,F-334,A-114
6964,A-990,,12/9/2001 0:00:00,M,R,F-271,V,2002,Dead,12/14/2017 0:00:00,,11.83,16.00,,C-247,F-271
6965,B-956,,12/9/2001 0:00:00,F,CC,C-232,CC,2002,Removed,,1/30/2004 0:00:00,6.00,,2.08,C-355,C-232
6966,H-470,,12/9/2001 0:00:00,F,E,F-290,rs,2002,Removed,,2/8/2002 0:00:00,11.00,,0.16,,
6967,H-476,,12/9/2001 0:00:00,M,F,F-338,rs,2002,Removed,,2/26/2002 0:00:00,10.00,,0.16,,
6968,H-398,,12/9/2001 0:00:00,F,C,C-753,du,2002,DEAD,12/11/2001 0:00:00,,4.91,0.00,,,
6969,B-047,,12/10/2001 0:00:00,M,HH,F-328,HH,2002,Dead,1/20/2004 0:00:00,,11.00,2.08,,F-143,F-328
6970,C-784,,12/10/2001 0:00:00,F,F,B-843,F,2002,Removed,,2/6/2004 0:00:00,5.91,,2.16,F-070,B-843
6971,B-067,,12/11/2001 0:00:00,M,BB,B-438,BB,2002,Removed,,2/3/2004 0:00:00,3.66,,2.16,C-372,B-438
6972,B-445,,12/11/2001 0:00:00,F,R,B-031,R,2002,Removed,,3/3/2009 0:00:00,9.66,,7.25,F-134,B-031
6973,H-454,,12/11/2001 0:00:00,F,F,F-164,rs,2002,Removed,,3/6/2002 0:00:00,14.00,,0.25,,
6974,H-468,,12/11/2001 0:00:00,M,E,F-286,rs,2002,Removed,,3/7/2002 0:00:00,11.00,,0.25,,
6975,D-135,,12/12/2001 0:00:00,F,R,E-751,R,2002,Removed,,2/7/2006 0:00:00,18.75,,4.16,F-205,E-751
6976,E-094,,12/13/2001 0:00:00,F,S,F-250,S,2002,Removed,,3/4/2004 0:00:00,11.83,,2.25,B-032,F-250
6977,D-548,,12/14/2001 0:00:00,F,F,C-376,F,2002,Removed,,2/12/2004 0:00:00,4.83,,2.16,F-108,C-376
6978,A-148,,12/15/2001 0:00:00,M,KK,C-769,KK,2002,Removed,,1/21/2004 0:00:00,9.08,,2.08,B-839,C-769
6979,C-242,,12/15/2001 0:00:00,M,CC,F-252,CC,2002,Dead,3/15/2003 0:00:00,,11.83,1.25,,A-518,F-252
6980,C-698,,12/15/2001 0:00:00,M,KK,A-133,V,2002,In CS,,,9.75,,,B-878,A-133
6981,H-434,,12/15/2001 0:00:00,F,F,F-033,rs,2002,Removed,,1/17/2002 0:00:00,16.00,,0.08,,
6982,C-325,,12/16/2001 0:00:00,F,KK,B-883,KK,2002,Removed,,1/21/2004 0:00:00,5.83,,2.08,F-049,B-883
6983,E-178,,12/16/2001 0:00:00,F,V,D-185,V,2002,Dead,10/30/2003 0:00:00,,5.75,1.83,,B-780,D-185
6984,B-793,,12/17/2001 0:00:00,F,R,F-353,R,2002,Removed,,3/12/2004 0:00:00,9.91,,2.25,D-285,F-353
6985,B-912,,12/18/2001 0:00:00,M,BB,F-293,BB,2002,Removed,,2/24/2004 0:00:00,11.00,,2.16,A-518,F-293
6986,H-453,,12/18/2001 0:00:00,U,F,F-163,rs,2002,Removed,,1/17/2002 0:00:00,13.83,,0.08,,
6987,A-473,,12/19/2001 0:00:00,M,F,D-286,F,2002,Removed,,2/12/2004 0:00:00,7.83,,2.16,F-272,D-286
6988,H-483,,12/19/2001 0:00:00,M,D,F-374,rs,2002,Removed,,3/2/2002 0:00:00,10.00,,0.25,,
6989,A-549,,12/20/2001 0:00:00,F,CC,D-575,CC,2002,Removed,,1/21/2004 0:00:00,7.91,,2.08,F-370,D-575
6990,A-167,,12/21/2001 0:00:00,F,BB,B-348,BB,2002,Removed,,2/6/2004 0:00:00,6.75,,2.16,A-518,B-348
6991,E-072,,12/21/2001 0:00:00,M,F,F-198,F,2002,Removed,,1/27/2004 0:00:00,12.66,,2.08,B-839,F-198
6992,H-377,,12/21/2001 0:00:00,M,F,A-520,rs,2002,Removed,,2/27/2002 0:00:00,5.75,,0.16,,
6993,D-589,,12/22/2001 0:00:00,F,CC,D-576,CC,2002,Removed,,3/2/2004 0:00:00,7.91,,2.25,C-687,D-576
6994,D-696,,12/23/2001 0:00:00,F,F,D-260,V,2002,Removed,,1/28/2004 0:00:00,8.83,,2.08,B-053,D-260
6995,A-168,,12/24/2001 0:00:00,M,F,A-959,F,2002,Removed,,3/9/2004 0:00:00,8.91,,2.25,F-055,A-959
6996,B-009,,12/24/2001 0:00:00,M,F,F-119,F,2002,Removed,,1/30/2004 0:00:00,14.91,,2.08,D-639,F-119
6997,A-454,,12/24/2001 0:00:00,M,KK,F-185,R,2002,Dead,1/12/2016 0:00:00,,13.00,14.08,,F-370,F-185
6998,A-954,,12/25/2001 0:00:00,F,R,C-813,R,2002,Removed,,2/12/2004 0:00:00,7.91,,2.16,F-134,C-813
6999,B-485,,12/25/2001 0:00:00,M,F,F-329,F,2002,Removed,,1/30/2004 0:00:00,11.00,,2.08,E-679,F-329
7000,D-714,,12/25/2001 0:00:00,F,KK,A-906,KK,2002,Dead,9/28/2009 0:00:00,,4.75,7.75,,F-316,A-906
7001,H-460,,12/25/2001 0:00:00,F,F,F-187,rs,2002,Removed,,3/6/2002 0:00:00,12.83,,0.25,,
7002,H-484,,12/25/2001 0:00:00,M,F,F-377,rs,2002,Removed,,3/20/2002 0:00:00,10.00,,0.25,,
7003,H-452,,12/25/2001 0:00:00,U,v,F-159,du,2002,DEAD,12/31/2001 0:00:00,,13.83,0.00,,,
7004,E-113,,12/26/2001 0:00:00,M,V,F-102,V,2002,Removed,,3/2/2004 0:00:00,14.91,,2.25,A-000,F-099
7005,D-155,,12/26/2001 0:00:00,F,R,F-126,R,2002,Removed,,1/27/2004 0:00:00,13.91,,2.08,F-358,F-126
7006,H-456,,12/26/2001 0:00:00,U,F,F-177,F,2002,DEAD,1/29/2002 0:00:00,,12.83,0.08,,,
7007,H-413,,12/26/2001 0:00:00,F,G,D-598,rs,2002,Removed,,3/20/2002 0:00:00,8.08,,0.25,,
7008,H-410,,12/26/2001 0:00:00,F,I,D-534,rs,2002,Removed,,2/27/2002 0:00:00,8.83,,0.16,,
7009,H-448,,12/26/2001 0:00:00,M,D,F-145,rs,2002,Removed,,3/12/2002 0:00:00,13.75,,0.25,,
7010,H-379,,12/26/2001 0:00:00,M,G,A-618,rs,2002,Removed,,3/12/2002 0:00:00,3.91,,0.25,,
7011,H-394,,12/26/2001 0:00:00,U,L,C-318,rs,2002,Removed,,1/17/2002 0:00:00,3.91,,0.08,,
7012,B-427,,12/27/2001 0:00:00,M,F,B-902,F,2002,Removed,,2/12/2004 0:00:00,5.75,,2.16,F-308,B-902
