UniCode,FounderCode,DateOfBirth,Sex,BirthGroup,MomUnicode,CurrentGroup,BirthSeason,Status,DateOfDeath,DateOfRemove,AgeOfDelivery,AgeOfDOD,AgeOfRemove,SireUniCode,DamUniCode
G-910,,1982/02/08,F,J,F-730,rs,1982,Removed,,1984/02/21,10.91,,2.00,,
G-837,,1982/02/08,M,J,F-838,rs,1982,Removed,,1984/03/05,8.91,,2.08,,
G-904,,1982/02/09,F,L,G-302,rs,1982,Removed,,1992/03/03,4.08,,10.08,,
I-822,,1982/02/09,M,F,G-210,dm,1982,DEAD,1983/01/01,,4.00,0.91,,,
G-843,,1982/02/09,F,J,G-242,rs,1982,Removed,,1984/03/19,13.75,,2.08,,
E-685,,1982/02/10,F,I,F-493,R,1982,Dead,1996/09/16,,12.91,14.58,,,
E-684,,1982/02/10,M,I,G-066,L,1982,Removed,,1992/03/23,5.75,,10.08,,
G-811,,1982/02/10,M,J,G-149,rs,1982,Removed,,1984/03/19,4.91,,2.08,,
G-868,,1982/02/10,M,M,G-195,rs,1982,Removed,,1984/01/09,4.75,,1.91,,
G-933,,1982/02/10,F,J,F-910,rs,1982,Removed,,1984/03/19,7.91,,2.08,,
E-688,,1982/02/12,M,I,G-265,X,1982,Dead,1993/02/02,,3.91,11.00,,C-745,
E-692,,1982/02/12,M,I,F-462,BB,1982,Dead,2001/07/12,,12.91,19.41,,,
G-792,,1982/02/12,M,I,D-719,dm,1982,DEAD,1983/09/12,,3.91,1.58,,,
E-706,,1982/02/15,F,L,G-183,L,1982,Removed,,1992/03/10,5.00,,10.08,,
G-846,,1982/02/15,F,O,F-566,rg,1982,Removed,,1984/05/01,11.83,,2.25,,
G-752,,1982/02/15,M,I,F-873,dm,1982,DEAD,1983/01/18,,8.00,0.91,,,
G-838,,1982/02/15,F,J,G-289,rs**,1982,Removed,,1984/02/27,3.83,,2.00,,
G-767,,1982/02/15,F,I,F-978,rs,1982,Removed,,1990/02/27,6.91,,8.00,,
G-853,,1982/02/15,M,F,F-863,rs,1982,Removed,,1990/02/06,8.00,,8.00,,
G-863,,1982/02/15,F,J,F-754,rs**,1982,Removed,,1984/02/21,10.00,,2.00,,
G-822,,1982/02/16,M,J,G-167,rs,1982,Removed,,1984/02/21,4.75,,2.00,,
G-810,,1982/02/16,M,J,G-108,rs,1982,Removed,,1984/02/21,5.83,,2.00,,
G-813,,1982/02/16,M,J,F-850,rs,1982,Removed,,1984/02/21,9.08,,2.00,,
G-831,,1982/02/16,M,J,F-926,rs,1982,Removed,,1984/03/12,7.91,,2.08,,
G-803,,1982/02/16,F,J,G-150,rs**,1982,Removed,,1984/03/07,4.83,,2.08,,
E-716,,1982/02/17,M,I,F-766,S,1982,Removed,,2004/03/30,9.91,,22.08,,
G-809,,1982/02/17,M,J,F-983,rs,1982,Removed,,1984/02/21,6.91,,2.00,,
G-842,,1982/02/17,F,J,G-084,rs,1982,Removed,,1984/02/21,5.91,,2.00,,
E-704,,1982/02/18,M,L,G-036,S,1982,Dead,1998/01/28,,5.91,15.91,,,
G-816,,1982/02/18,F,J,G-027,rs,1982,Removed,,1984/02/27,6.91,,2.00,,
E-710,,1982/02/19,M,L,F-706,R,1982,Dead,2003/07/07,,11.00,21.41,,C-705,
G-878,,1982/02/19,F,L,F-972,du**,1982,DEAD,1983/11/19,,7.00,1.75,,,
G-825,,1982/02/20,M,J,G-161,rs,1982,Removed,,1984/02/29,4.91,,2.00,,
E-682,,1982/02/21,F,II,B-917,S,1982,Dead,2005/06/14,,10.75,23.33,,,B-917
G-873,,1982/02/21,M,J,K-707,rs,1982,Removed,,1984/02/29,18.00,,2.00,,
G-768,,1982/02/21,F,I,F-726,dm,1982,DEAD,1983/12/27,,10.91,1.83,,,
G-864,,1982/02/21,F,F,G-152,rs,1982,Removed,,1995/02/08,4.83,,13.00,,
G-756,,1982/02/21,F,I,F-820,rs,1982,Removed,,1990/02/14,8.83,,8.00,,
G-847,,1982/02/21,F,O,G-024,rg,1982,Removed,,1984/05/01,6.75,,2.25,,
G-856,,1982/02/21,F,O,F-526,rg,1982,Removed,,1984/05/01,12.08,,2.25,,
G-804,,1982/02/21,F,M,F-528,rs,1982,Removed,,1984/01/11,12.91,,1.91,,
E-712,,1982/02/22,F,M,E-033,M,1982,Removed,,1984/01/09,3.66,,1.91,,E-033
E-702,,1982/02/22,M,L,F-488,L,1982,Removed,,1992/03/03,13.00,,10.08,D-100,
E-695,,1982/02/22,F,F,E-011,F,1982,Dead,1998/10/09,,3.75,16.66,,,E-011
G-796,,1982/02/22,M,J,F-982,rs,1982,Removed,,1984/02/21,6.83,,2.00,,
G-913,,1982/02/22,F,F,E-031,du,1982,DEAD,1995/04/01,,3.91,13.16,,,
G-848,,1982/02/22,M,O,G-049,rg,1982,Removed,,1984/05/01,5.75,,2.25,,
G-917,,1982/02/22,F,F,F-994,rs,1982,Removed,,1995/02/08,6.75,,13.00,,
G-872,,1982/02/22,M,I,F-939,du,1982,DEAD,1989/01/10,,6.83,6.91,,,
G-901,,1982/02/22,M,L,F-915,rs,1982,Removed,,1990/02/20,8.00,,8.00,,
G-755,,1982/02/22,F,I,G-269,rs,1982,Removed,,1990/01/30,3.83,,7.91,,
G-814,,1982/02/22,F,J,F-841,rs**,1982,Removed,,1984/03/21,8.83,,2.08,,
G-805,,1982/02/22,F,M,G-193,rs,1982,Removed,,1984/01/18,4.75,,1.91,,
G-900,,1982/02/23,M,L,G-054,du,1982,DEAD,1989/04/05,,5.66,7.16,,,
G-770,,1982/02/23,M,F,G-179,rs**,1982,Removed,,1985/01/15,4.91,,2.91,,
G-844,,1982/02/23,M,J,F-932,rs,1982,Removed,,1984/03/19,7.83,,2.08,,
E-697,,1982/02/24,M,M,K-843,M,1982,Removed,,1984/01/09,18.91,,1.91,,
G-903,,1982/02/24,F,L,B-940,rs,1982,Removed,,1992/03/19,9.91,,10.08,,
G-821,,1982/02/24,M,J,F-690,rs,1982,Removed,,1984/02/22,11.00,,2.00,,
G-852,,1982/02/24,M,F,C-811,rs,1982,Removed,,1990/01/31,6.91,,7.91,,
G-762,,1982/02/24,F,I,G-142,rs,1982,Removed,,1992/01/27,5.00,,9.91,,
I-823,,1982/02/25,M,J,G-274,d,1982,DEAD,1982/05/20,,4.00,0.25,,,
I-805,,1982/02/25,F,F,F-522,d,1982,DEAD,1982/05/20,,11.83,0.25,,,
G-875,,1982/02/25,F,J,G-215,rs,1982,Removed,,1984/03/05,4.00,,2.08,,
E-680,,1982/02/26,F,I,G-143,R,1982,Dead,1993/12/31,,4.83,11.83,,,
I-809,,1982/02/26,M,I,F-976,dm,1982,DEAD,1982/05/10,,6.91,0.25,,,
G-859,,1982/02/27,M,O,F-798,rg,1982,Removed,,1984/05/01,10.08,,2.25,,
G-857,,1982/02/27,F,O,F-797,rg,1982,Removed,,1984/05/01,9.83,,2.25,,
G-931,,1982/02/28,F,O,G-264,rg,1982,Removed,,1984/05/01,3.91,,2.25,,
G-925,,1982/02/28,M,J,F-951,rs,1982,Removed,,1984/02/22,6.83,,2.00,,
I-806,,1982/02/28,F,J,B-365,d,1982,DEAD,1982/02/01,,11.91,0.00,,,
E-694,,1982/03/01,M,F,F-793,L,1982,Removed,,1992/03/23,10.08,,10.00,C-409,
G-927,,1982/03/01,F,J,F-466,rs,1982,Removed,,1984/02/29,12.75,,1.91,,
G-920,,1982/03/01,F,L,G-031,rs,1982,Removed,,1992/03/19,6.00,,10.00,,
I-821,,1982/03/01,F,L,G-199,d,1982,DEAD,1982/05/19,,5.00,0.16,,,
I-818,,1982/03/01,F,J,G-154,d,1982,DEAD,1982/03/30,,5.00,0.00,,,
G-832,,1982/03/01,M,J,F-762,rs,1982,Removed,,1984/02/21,10.00,,1.91,,
E-698,,1982/03/02,M,M,K-312,M,1982,Removed,,1984/01/18,17.08,,1.83,,
G-760,,1982/03/02,M,I,G-148,dw,1982,DEAD,1990/09/08,,5.08,8.50,,,
G-908,,1982/03/02,F,J,K-062,rs,1982,Removed,,1984/03/19,21.00,,2.00,,
G-923,,1982/03/02,M,J,K-888,rs**,1982,Removed,,1984/03/05,15.00,,2.00,,
G-911,,1982/03/03,M,F,G-176,rs,1982,Removed,,1992/03/17,5.00,,10.00,,
E-703,,1982/03/05,M,L,F-970,F,1982,Dead,1997/06/09,,7.00,15.25,,C-768,
G-867,,1982/03/05,F,M,K-724,rs,1982,Removed,,1984/01/09,18.08,,1.83,,
G-754,,1982/03/05,F,I,F-714,rs,1982,Removed,,1990/02/05,10.91,,7.91,,
E-700,,1982/03/06,F,M,F-807,M,1982,Removed,,1984/01/18,10.08,,1.83,,
G-834,,1982/03/06,M,J,F-933,rs,1982,Removed,,1984/03/19,7.91,,2.00,,
G-862,,1982/03/06,F,F,F-681,rs,1982,Removed,,1995/01/11,11.08,,12.83,,
G-906,,1982/03/06,M,I,F-872,du,1982,DEAD,1989/09/14,,8.00,7.50,,,
E-709,,1982/03/07,M,L,F-751,nT,1982,Removed,,1992/02/05,10.08,,9.91,,
G-934,,1982/03/07,F,J,G-291,rs**,1982,Removed,,1984/03/19,4.08,,2.00,,
G-865,,1982/03/07,M,M,F-808,rs,1982,Removed,,1984/01/09,9.91,,1.83,,
E-690,,1982/03/08,M,I,G-231,KK,1982,Removed,,2002/03/06,4.08,,20.00,,
G-802,,1982/03/08,F,J,F-689,rs,1982,Removed,,1984/02/29,11.08,,1.91,,
G-899,,1982/03/08,F,L,G-184,rs,1982,Removed,,1992/03/10,4.83,,10.00,,
I-811,,1982/03/09,M,F,F-998,d,1982,DEAD,1982/04/02,,6.83,0.08,,,
G-794,,1982/03/09,M,F,F-954,rs,1982,Removed,,1985/01/15,6.91,,2.83,,
E-708,,1982/03/11,M,L,G-033,BB,1982,Dead,2003/01/07,,6.00,20.83,,C-831,
E-689,,1982/03/11,F,I,B-410,CC,1982,Dead,2000/11/16,,12.00,18.66,,,B-410
G-753,,1982/03/11,F,I,G-232,rs,1982,Removed,,1992/01/29,3.91,,9.83,,
G-916,,1982/03/12,F,M,G-290,rs**,1982,Removed,,1984/01/09,3.91,,1.83,,
G-833,,1982/03/12,F,J,G-079,rs,1982,Removed,,1984/02/22,6.00,,1.91,,
G-930,,1982/03/12,F,J,F-626,rs,1982,Removed,,1984/03/19,12.16,,2.00,,
G-799,,1982/03/14,M,J,F-987,rs,1982,Removed,,1984/02/21,6.91,,1.91,,
E-691,,1982/03/15,M,M,C-767,M,1982,Removed,,1984/01/09,7.00,,1.83,,C-767
G-858,,1982/03/15,M,O,F-921,rg,1982,Removed,,1984/05/01,7.91,,2.16,,
G-869,,1982/03/15,F,M,C-746,rs**,1982,Removed,,1984/01/09,7.08,,1.83,,
G-876,,1982/03/17,M,L,G-422,rs,1982,Removed,,1992/03/16,3.16,,10.00,,
E-701,,1982/03/21,M,M,F-950,M,1982,Removed,,1984/01/09,7.00,,1.83,,
I-819,,1982/03/21,M,L,D-616,d,1982,DEAD,1982/03/21,,5.08,0.00,,,
G-912,,1982/03/21,M,F,C-370,rs,1982,Removed,,1990/02/14,8.16,,7.91,,
I-808,,1982/03/21,F,M,F-804,dm,1982,DEAD,1983/02/01,,10.00,0.91,,,
G-907,,1982/03/22,M,M,D-282,rs,1982,Removed,,1984/01/11,5.00,,1.83,,
G-854,,1982/03/22,F,F,G-128,du,1982,DEAD,1993/06/18,,14.00,11.25,,,
G-902,,1982/03/23,F,L,G-313,du**,1982,DEAD,1986/06/17,,4.08,4.25,,,
I-824,,1982/03/23,M,L,G-308,dm,1982,DEAD,1982/05/04,,4.00,0.16,,,
I-829,,1982/03/24,M,I,K-706,d,1982,DEAD,1982/03/24,,17.83,0.00,,,
E-718,,1982/03/26,F,L,F-859,V,1982,Dead,2011/06/16,,9.00,29.25,,,
E-713,,1982/03/27,F,F,E-142,F,1982,Dead,2006/04/18,,3.08,24.08,,,E-142
G-801,,1982/03/28,M,J,F-849,rs,1982,Removed,,1984/03/07,9.00,,2.00,,
I-826,,1982/03/29,M,I,G-992,d,1982,DEAD,1982/04/03,,17.91,0.08,,,
G-928,,1982/03/30,M,L,F-973,rs,1982,Removed,,1990/02/08,7.00,,7.91,,
G-764,,1982/03/31,F,I,G-068,rs,1982,Removed,,1994/02/16,5.83,,11.91,,
G-824,,1982/04/02,M,J,K-805,rs,1982,Removed,,1984/03/12,19.08,,1.91,,
G-823,,1982/04/04,M,J,F-852,rs,1982,Removed,,1984/02/23,9.08,,1.83,,
G-772,,1982/04/06,F,I,F-573,rs,1982,Removed,,1990/04/02,12.25,,8.00,,
G-835,,1982/04/07,F,J,G-295,rs**,1982,Removed,,1984/03/19,4.16,,1.91,,
I-813,,1982/04/07,M,M,G-056,d,1982,DEAD,1982/04/23,,5.91,0.00,,,
G-919,,1982/04/09,F,F,G-045,du,1982,DEAD,1989/02/06,,6.00,6.83,,,
G-771,,1982/04/11,F,F,J-900,rs**,1982,Removed,,1985/01/15,17.00,,2.75,,
E-717,,1982/04/26,M,M,C-267,M,1982,Removed,,1984/01/09,10.00,,1.75,,C-267
I-812,,1982/04/30,M,F,G-046,d,1982,DEAD,1982/04/30,,5.91,0.00,,,
G-860,,1982/05/10,F,O,F-833,rg,1982,Removed,,1984/05/01,9.08,,2.00,,
G-935,,1982/05/23,F,J,F-840,rs,1982,Removed,,1984/03/12,9.08,,1.83,,
I-807,,1982/06/11,M,F,F-684,d,1982,DEAD,1982/06/01,,11.25,0.00,,,
I-856,,1982/12/13,F,I,G-390,d,1983,DEAD,1982/12/13,,3.91,0.00,,,
I-844,,1982/12/20,M,F,G-197,d,1983,DEAD,1982/12/30,,5.66,0.00,,,
I-837,,1982/12/21,M,I,F-978,d,1983,DEAD,1982/12/21,,7.75,0.00,,,
E-740,,1982/12/25,M,I,F-913,X,1983,Dead,1992/10/29,,8.75,9.83,,C-747,
H-066,,1982/12/25,M,L,G-182,dm,1983,DEAD,1989/05/14,,5.75,6.41,,,
H-030,,1982/12/27,F,F,G-191,rs,1983,Removed,,1985/01/15,5.66,,2.08,,
I-843,,1982/12/29,F,L,G-183,dm,1983,DEAD,1983/01/03,,5.83,0.08,,,
E-746,,1983/01/01,F,I,C-810,nDD,1983,Removed,,2002/03/12,7.75,,19.16,,C-810
G-942,,1983/01/01,M,M,F-950,rsCHECK,1983,Removed,,1984/01/18,7.83,,1.00,,
H-129,,1983/01/01,F,O,G-205,rgCHECK,1983,Removed,,1984/05/01,5.83,,1.33,,
E-722,,1983/01/02,M,M,G-062,M,1983,Removed,,1984/01/11,6.66,,1.00,,
G-955,,1983/01/02,M,F,G-987,du,1983,DEAD,1988/10/06,,18.83,5.75,,,
H-061,,1983/01/02,M,L,G-305,rs,1983,Removed,,1990/02/21,4.75,,7.08,,
E-731,,1983/01/04,M,I,G-300,HH,1983,Dead,2001/07/11,,4.91,18.50,,C-747,
G-962,,1983/01/05,M,F,D-679,du,1983,DEAD,1991/07/29,,4.91,8.50,,,
H-018,,1983/01/08,M,I,G-298,du**,1983,DEAD,1987/12/14,,4.83,4.91,,,
I-833,,1983/01/08,F,L,F-745,dm,1983,DEAD,1983/01/12,,11.91,0.00,,,
H-065,,1983/01/09,F,L,G-181,du**,1983,DEAD,1984/02/17,,5.66,1.08,,,
H-070,,1983/01/13,F,O,G-358,rg,1983,Removed,,1984/05/01,14.58,,1.33,,
G-967,,1983/01/13,F,F,C-851,dm,1983,DEAD,1993/10/20,,7.83,10.75,,,
E-735,,1983/01/14,F,I,F-791,BB,1983,Dead,1999/11/23,,10.66,16.83,,,
G-951,,1983/01/15,F,M,F-711,rs,1983,Removed,,1984/01/24,11.75,,1.00,,
G-972,,1983/01/15,F,F,K-130,rs,1983,Removed,,1985/01/15,16.75,,2.00,,
E-721,,1983/01/17,M,M,D-281,M,1983,Removed,,1984/01/11,5.83,,1.00,,D-281
H-053,,1983/01/18,F,I,K-706,rs,1983,Removed,,1990/02/06,18.66,,7.08,,
H-023,,1983/01/18,M,I,G-169,d**,1983,DEAD,1984/02/09,,5.66,1.08,,,
I-862,,1983/01/18,F,M,K-692,ds,1983,DEAD,1983/01/18,,22.83,0.00,,,
I-842,,1983/01/19,M,J,G-154,dm,1983,DEAD,1983/01/24,,5.83,0.00,,,
H-127,,1983/01/19,F,I,G-317,dm,1983,DEAD,1993/03/01,,4.91,10.16,,,
H-149,,1983/01/19,M,J,B-816,rs,1983,Removed,,1984/02/21,11.91,,1.08,,
H-044,,1983/01/19,F,F,F-993,rs,1983,Removed,,1995/02/09,7.75,,12.08,,
H-125,,1983/01/20,M,J,B-367,rs,1983,Removed,,1984/02/29,12.91,,1.08,,
I-836,,1983/01/20,M,I,F-976,d,1983,DEAD,1983/02/04,,7.83,0.08,,,
G-949,,1983/01/20,M,M,D-720,rs,1983,Removed,,1984/01/18,4.91,,1.00,,
E-730,,1983/01/21,M,II,F-461,R,1983,Dead,2004/01/20,,13.91,21.00,,C-745,
I-861,,1983/01/21,F,M,K-327,ds,1983,DEAD,1983/01/21,,16.91,0.00,,,
I-839,,1983/01/24,F,M,D-162,dm,1983,DEAD,1983/02/15,,6.75,0.08,,,
I-858,,1983/01/24,M,I,G-409,dm,1983,DEAD,1983/02/08,,4.00,0.08,,,
H-050,,1983/01/24,F,J,G-153,rs,1983,Removed,,1984/03/05,5.66,,1.16,,
G-940,,1983/01/24,M,M,G-332,rs,1983,Removed,,1984/01/11,3.91,,1.00,,
I-847,,1983/01/28,F,O,G-270,d,1983,DEAD,1983/01/28,,4.83,0.00,,,
G-941,,1983/01/29,M,M,F-858,rs,1983,Removed,,1984/01/16,9.83,,1.00,,
G-977,,1983/01/29,M,O,F-989,rg,1983,Removed,,1984/05/01,7.66,,1.33,,
H-069,,1983/01/29,F,F,F-522,dm,1983,DEAD,1984/06/26,,12.75,1.41,,,
H-074,,1983/01/29,M,O,G-192,rg,1983,Removed,,1984/05/01,5.50,,1.33,,
G-976,,1983/01/29,F,O,G-097,rg,1983,Removed,,1984/05/01,6.75,,1.33,,
E-741,,1983/01/30,M,L,G-420,Y,1983,Removed,,1995/01/13,3.91,,12.00,D-100,
H-139,,1983/01/30,F,J,G-124,rs,1983,Removed,,1984/03/05,14.83,,1.16,,
E-745,,1983/01/31,F,II,F-493,R,1983,Dead,2003/03/28,,13.83,20.16,,,
G-982,,1983/01/31,F,O,F-960,rg,1983,Removed,,1984/05/01,7.83,,1.33,,
G-971,,1983/01/31,M,F,G-324,r,1983,Removed,,1985/02/22,3.91,,2.08,,
H-098,,1983/02/01,F,J,G-388,rs**,1983,Removed,,1984/02/22,4.08,,1.00,,
H-042,,1983/02/01,F,L,F-972,rs,1983,Removed,,1992/02/26,8.00,,9.00,,
G-959,,1983/02/01,F,F,G-023,rs,1983,Removed,,1985/02/13,7.83,,2.00,,
G-970,,1983/02/01,M,F,G-179,rs,1983,Removed,,1985/01/15,5.91,,1.91,,
H-141,,1983/02/02,M,J,G-274,rs**,1983,Removed,,1984/03/19,5.00,,1.08,,
H-035,,1983/02/03,F,L,F-488,rs,1983,Removed,,1992/03/10,14.00,,9.08,,
H-014,,1983/02/03,M,I,F-817,rs,1983,Removed,,1992/03/26,10.00,,9.08,,
I-857,,1983/02/03,M,I,G-393,dm,1983,DEAD,1983/03/01,,4.00,0.08,,,
E-749,,1983/02/04,M,J,G-161,J,1983,Removed,,1984/03/12,5.91,,1.08,,
H-092,,1983/02/04,F,J,G-078,rs**,1983,Removed,,1984/03/21,6.91,,1.08,,
E-738,,1983/02/05,M,II,D-239,X,1983,Dead,2007/10/01,,6.75,24.66,,,D-239
E-743,,1983/02/05,F,F,G-176,HH,1983,Dead,2007/02/05,,5.91,24.00,,,
E-728,,1983/02/05,F,F,F-860,F,1983,Removed,,2002/02/05,8.91,,19.00,,
E-736,,1983/02/05,M,I,E-078,nY,1983,Removed,,1995/01/13,4.83,,11.91,,E-078
G-948,,1983/02/05,F,M,D-161,rs**,1983,Removed,,1984/01/18,6.83,,0.91,,
G-980,,1983/02/05,F,O,F-922,rg,1983,Removed,,1984/05/01,8.83,,1.25,,
I-860,,1983/02/05,M,I,G-683,d,1983,DEAD,1983/02/10,,23.83,0.00,,,
G-960,,1983/02/06,M,F,G-112,rs,1983,Removed,,1985/01/15,6.75,,1.91,,
G-956,,1983/02/06,M,F,G-986,du**,1983,DEAD,1984/02/05,,18.91,1.00,,,
G-973,,1983/02/06,M,F,G-437,rs**,1983,Removed,,1985/01/15,3.75,,1.91,,
G-958,,1983/02/07,F,F,F-994,du,1983,DEAD,1989/05/08,,7.75,6.25,,,
H-131,,1983/02/07,F,J,F-730,rs,1983,Removed,,1984/02/21,11.91,,1.00,,
H-073,,1983/02/07,F,O,G-024,rg,1983,Removed,,1984/05/01,7.75,,1.25,,
G-950,,1983/02/08,F,M,K-843,rs,1983,Removed,,1984/01/18,19.91,,0.91,,
G-983,,1983/02/08,M,O,F-566,rg,1983,Removed,,1984/05/01,12.83,,1.25,,
H-012,,1983/02/08,F,I,G-265,rs,1983,Removed,,1990/01/30,4.91,,6.91,,
E-748,,1983/02/09,M,L,F-677,L,1983,Removed,,1992/03/12,11.91,,9.08,C-831,
H-056,,1983/02/09,F,J,G-363,rs,1983,Removed,,1984/03/19,4.00,,1.08,,
I-849,,1983/02/09,M,L,G-312,dm,1983,DEAD,1984/01/09,,5.08,0.91,,,
H-138,,1983/02/10,M,J,F-982,rs,1983,Removed,,1984/03/05,7.83,,1.08,,
H-028,,1983/02/10,F,I,G-292,du,1983,DEAD,1990/02/20,,5.00,7.00,,,
G-964,,1983/02/10,M,F,C-811,rs,1983,Removed,,1990/02/26,7.91,,7.00,,
H-040,,1983/02/10,F,L,G-036,rs,1983,Removed,,1992/02/24,6.91,,9.00,,
H-039,,1983/02/10,F,L,F-915,rs,1983,Removed,,1992/02/24,9.00,,9.00,,
G-979,,1983/02/11,F,O,F-833,rg,1983,Removed,,1984/05/01,9.83,,1.25,,
G-965,,1983/02/12,M,J,G-279,rs**,1983,Removed,,1984/03/01,4.83,,1.08,,
E-724,,1983/02/13,F,M,G-336,M,1983,Removed,,1984/01/18,3.83,,0.91,,
G-953,,1983/02/13,M,M,G-171,rs,1983,Removed,,1984/01/26,5.75,,0.91,,
G-957,,1983/02/13,M,F,C-370,rs,1983,Removed,,1990/02/14,9.08,,7.00,,
G-981,,1983/02/13,F,O,F-986,rg,1983,Removed,,1984/05/01,7.91,,1.25,,
E-726,,1983/02/14,F,M,G-113,M,1983,Removed,,1984/01/26,6.75,,0.91,D-120,
E-734,,1983/02/14,F,I,F-939,nT,1983,Removed,,1992/02/03,7.83,,9.00,,
H-047,,1983/02/14,M,I,F-939,du**,1983,DEAD,1988/02/26,,7.83,5.00,,,
I-845,,1983/02/14,M,F,G-210,dm,1983,DEAD,1983/03/14,,5.00,0.08,,,
I-831,,1983/02/14,F,O,F-526,d,1983,DEAD,1983/02/14,,13.08,0.00,,,
G-984,,1983/02/14,F,F,G-328,rs,1983,Removed,,1985/01/15,3.91,,1.91,,
E-732,,1983/02/15,F,I,D-659,nGG,1983,Dead,1998/02/02,,5.75,15.00,,,D-659
H-097,,1983/02/15,F,J,K-707,rs**,1983,Removed,,1984/02/29,19.00,,1.00,,
H-086,,1983/02/15,F,J,G-167,rs,1983,Removed,,1984/03/07,5.75,,1.08,,
I-848,,1983/02/15,F,F,E-011,d,1983,DEAD,1983/02/23,,4.75,0.00,,,
H-145,,1983/02/15,F,L,F-511,dw**,1983,DEAD,1987/01/08,,14.08,3.91,,,
H-027,,1983/02/15,M,I,F-726,rs,1983,Removed,,1992/03/19,11.91,,9.08,,
I-846,,1983/02/15,F,I,G-231,dm,1983,DEAD,1983/02/24,,5.00,0.00,,,
H-134,,1983/02/16,F,J,F-841,rs,1983,Removed,,1984/03/19,9.83,,1.08,,
H-091,,1983/02/16,M,J,F-689,rs,1983,Removed,,1984/02/22,12.00,,1.00,,
I-854,,1983/02/16,F,J,G-377,dz,1983,DEAD,1983/05/09,,3.75,0.25,,,
H-148,,1983/02/16,M,J,G-027,rs,1983,Removed,,1984/02/27,7.91,,1.00,,
H-016,,1983/02/17,M,I,G-148,du,1983,DEAD,1989/04/06,,6.00,6.16,,,
H-020,,1983/02/17,F,I,G-412,rs,1983,Removed,,1990/02/06,4.08,,7.00,,
H-038,,1983/02/18,M,L,F-706,du,1983,DEAD,1989/04/05,,12.00,6.16,,,
H-054,,1983/02/18,M,J,G-419,rs,1983,Removed,,1984/03/05,4.08,,1.08,,
H-031,,1983/02/18,F,I,G-068,du,1983,DEAD,1988/11/28,,6.75,5.75,,,
I-841,,1983/02/18,M,J,G-108,d,1983,DEAD,1983/07/04,,6.83,0.41,,,
H-055,,1983/02/19,M,J,F-754,rs,1983,Removed,,1984/03/05,11.00,,1.08,,
H-137,,1983/02/19,M,J,F-926,rs,1983,Removed,,1984/03/05,8.91,,1.08,,
H-075,,1983/02/21,F,I,F-820,rs,1983,Removed,,1990/02/05,9.83,,7.00,,
H-015,,1983/02/21,F,I,D-283,rs,1983,Removed,,1994/02/21,6.00,,11.00,,
E-739,,1983/02/22,M,I,G-232,L,1983,Removed,,1992/03/03,4.83,,9.08,,
E-747,,1983/02/22,F,L,F-678,L,1983,Removed,,1992/03/26,11.91,,9.08,D-100,
H-064,,1983/02/22,F,L,G-423,rs,1983,Removed,,1992/03/19,3.91,,9.08,,
I-853,,1983/02/22,M,M,E-163,d,1983,DEAD,1983/02/24,,4.00,0.00,,,
H-013,,1983/02/22,F,I,G-992,df**,1983,DEAD,1988/02/02,,18.83,5.00,,,
E-737,,1983/02/23,M,II,B-917,R,1983,Dead,2006/01/26,,11.75,22.91,,,B-917
H-046,,1983/02/23,M,J,K-864,rs,1983,Removed,,1984/03/19,16.00,,1.08,,
H-068,,1983/02/23,M,F,G-047,rs,1983,Removed,,1992/02/26,6.91,,9.00,,
E-744,,1983/02/24,M,L,D-616,BB,1983,Removed,,2004/02/26,6.00,,21.00,,D-616
E-733,,1983/02/25,M,I,G-391,X,1983,Dead,1999/09/29,,4.08,16.58,,B-489,
H-095,,1983/02/25,F,J,F-932,rs,1983,Removed,,1984/03/19,8.83,,1.08,,
H-058,,1983/02/25,F,J,G-370,rs,1983,Removed,,1984/03/19,4.00,,1.08,,
I-855,,1983/02/25,F,J,G-382,dm,1983,DEAD,1983/04/08,,3.83,0.16,,,
H-077,,1983/02/25,M,J,F-690,rs,1983,Removed,,1984/02/22,12.00,,1.00,,
H-140,,1983/02/25,M,J,F-838,rs,1983,Removed,,1984/03/05,9.91,,1.08,,
H-150,,1983/02/26,M,J,G-366,rs,1983,Removed,,1984/03/07,4.08,,1.08,,
H-060,,1983/02/26,M,J,G-365,rs,1983,Removed,,1984/03/07,4.08,,1.08,,
E-720,,1983/02/27,F,M,G-073,M,1983,Removed,,1984/01/11,6.83,,0.91,,
I-852,,1983/02/27,F,F,G-330,d,1983,DEAD,1983/10/13,,3.83,0.66,,,
H-017,,1983/02/27,M,I,F-875,rs,1983,Removed,,1992/02/03,8.91,,9.00,,
H-022,,1983/02/27,M,O,F-798,rg,1983,Removed,,1984/05/01,11.08,,1.25,,
H-142,,1983/02/28,F,J,F-987,rs,1983,Removed,,1984/02/29,7.83,,1.00,,
H-147,,1983/03/04,F,O,G-401,dm**,1983,DEAD,1984/03/08,,4.00,1.00,,,
H-096,,1983/03/05,F,J,G-349,rs,1983,Removed,,1984/02/27,15.00,,0.91,,
I-834,,1983/03/05,M,J,F-762,dm,1983,DEAD,1983/03/14,,11.00,0.00,,,
E-751,,1983/03/06,F,II,E-119,R,1983,Dead,2006/08/20,,4.83,23.41,,D-181,E-119
H-034,,1983/03/07,F,I,G-066,rs,1983,Removed,,1994/03/01,6.83,,11.00,,
G-968,,1983/03/07,F,F,E-424,du,1983,DEAD,1991/10/03,,3.83,8.58,,,
